loc_rowid,pl_hostname,pl_letter,pl_name,gaia_dist,st_teff,st_mass,st_rad,rowupdate,pl_disc,pl_facility,pl_status
3127,Kepler-531,b,Kepler-531 b,254.62,4893.00,0.78,0.75,2016-05-10,2016,Kepler,3
3128,Kepler-532,b,Kepler-532 b,315.64,5192.00,0.87,0.79,2016-05-10,2016,Kepler,3
3129,Kepler-533,b,Kepler-533 b,305.63,4758.00,0.78,0.72,2016-05-10,2016,Kepler,3
3130,Kepler-534,b,Kepler-534 b,579.92,5884.00,1.05,0.98,2016-05-10,2016,Kepler,3
3131,Kepler-535,b,Kepler-535 b,699.43,6123.00,1.18,1.27,2016-05-10,2016,Kepler,3
3132,Kepler-536,b,Kepler-536 b,467.79,5524.00,0.92,0.89,2016-05-10,2016,Kepler,3
3133,Kepler-537,b,Kepler-537 b,445.05,5763.00,1.07,0.99,2016-05-10,2016,Kepler,3
3134,Kepler-538,b,Kepler-538 b,156.66,5547.00,0.89,0.87,2019-09-26,2016,Kepler,3
3135,Kepler-539,b,Kepler-539 b,310.01,5820.00,1.05,0.95,2016-05-10,2016,Kepler,3
3136,Kepler-539,c,Kepler-539 c,310.01,5820.00,1.05,0.95,2016-05-10,2016,Kepler,3
3137,Kepler-54,b,Kepler-54 b,273.80,4252.00,,0.55,2014-05-14,2012,Kepler,3
3138,Kepler-54,c,Kepler-54 c,273.80,4252.00,,0.55,2014-05-14,2012,Kepler,3
3139,Kepler-54,d,Kepler-54 d,273.80,4252.00,,0.55,2014-05-14,2014,Kepler,3
3140,Kepler-540,b,Kepler-540 b,394.78,5946.00,1.02,1.08,2016-05-10,2016,Kepler,3
3141,Kepler-541,b,Kepler-541 b,1093.96,6166.00,1.41,2.06,2016-05-10,2016,Kepler,3
3142,Kepler-542,b,Kepler-542 b,441.56,5526.00,0.93,0.90,2016-05-10,2016,Kepler,3
3143,Kepler-543,b,Kepler-543 b,223.23,4671.00,0.70,0.67,2016-05-10,2016,Kepler,3
3144,Kepler-544,b,Kepler-544 b,990.56,6206.00,1.16,1.22,2016-05-10,2016,Kepler,3
3145,Kepler-545,b,Kepler-545 b,837.64,5882.00,1.04,1.07,2016-05-10,2016,Kepler,3
3146,Kepler-546,b,Kepler-546 b,1050.45,5967.00,1.11,1.15,2016-05-10,2016,Kepler,3
3147,Kepler-547,b,Kepler-547 b,383.12,4828.00,0.78,0.73,2016-05-10,2016,Kepler,3
3148,Kepler-548,b,Kepler-548 b,768.17,5535.00,0.93,0.90,2016-05-10,2016,Kepler,3
3149,Kepler-549,b,Kepler-549 b,646.97,5360.00,0.88,0.84,2016-05-10,2016,Kepler,3
3150,Kepler-549,c,Kepler-549 c,646.97,5360.00,0.88,0.84,2016-05-10,2016,Kepler,3
3151,Kepler-55,b,Kepler-55 b,588.47,4503.00,,0.62,2014-05-14,2012,Kepler,3
3152,Kepler-55,c,Kepler-55 c,588.47,4503.00,,0.62,2014-05-14,2012,Kepler,3
3153,Kepler-55,d,Kepler-55 d,588.47,4503.00,,0.62,2014-05-14,2014,Kepler,3
3154,Kepler-55,e,Kepler-55 e,588.47,4503.00,,0.62,2014-05-14,2014,Kepler,3
3155,Kepler-55,f,Kepler-55 f,588.47,4503.00,,0.62,2014-05-14,2014,Kepler,3
3156,Kepler-550,b,Kepler-550 b,540.21,5322.00,0.87,0.83,2016-05-10,2016,Kepler,3
3157,Kepler-551,b,Kepler-551 b,313.99,4286.00,0.65,0.63,2016-05-10,2016,Kepler,3
3158,Kepler-552,b,Kepler-552 b,864.68,5863.00,1.03,1.04,2016-05-10,2016,Kepler,3
3159,Kepler-553,b,Kepler-553 b,743.92,5266.00,0.92,0.85,2016-05-10,2016,Kepler,3
3160,Kepler-553,c,Kepler-553 c,743.92,5266.00,0.92,0.85,2016-05-10,2016,Kepler,3
3161,Kepler-554,b,Kepler-554 b,704.49,5447.00,0.93,0.92,2016-05-10,2016,Kepler,3
3162,Kepler-555,b,Kepler-555 b,1001.07,5894.00,1.03,1.04,2016-05-10,2016,Kepler,3
3163,Kepler-556,b,Kepler-556 b,687.88,5740.00,1.00,0.98,2016-05-10,2016,Kepler,3
3164,Kepler-557,b,Kepler-557 b,2228.61,6068.00,1.11,1.16,2016-05-10,2016,Kepler,3
3165,Kepler-558,b,Kepler-558 b,674.64,5242.00,0.85,0.81,2016-05-10,2016,Kepler,3
3166,Kepler-559,b,Kepler-559 b,794.17,5630.00,0.96,0.95,2016-05-10,2016,Kepler,3
3167,Kepler-56,b,Kepler-56 b,936.96,4840.00,1.32,4.23,2014-05-14,2012,Kepler,3
3168,Kepler-56,c,Kepler-56 c,936.96,4840.00,1.32,4.23,2014-05-14,2012,Kepler,3
3169,Kepler-56,d,Kepler-56 d,936.96,4840.00,1.32,4.23,2016-10-13,2016,Multiple Observatories,3
3170,Kepler-560,b,Kepler-560 b,109.65,3556.00,0.34,0.33,2016-05-10,2016,Kepler,3
3171,Kepler-561,b,Kepler-561 b,632.57,5646.00,0.96,0.94,2016-05-10,2016,Kepler,3
3172,Kepler-561,c,Kepler-561 c,632.57,5646.00,0.96,0.94,2016-05-10,2016,Kepler,3
3173,Kepler-562,b,Kepler-562 b,1021.74,5575.00,0.93,0.90,2016-05-10,2016,Kepler,3
3174,Kepler-563,b,Kepler-563 b,574.48,5066.00,0.80,0.77,2016-05-10,2016,Kepler,3
3175,Kepler-564,b,Kepler-564 b,884.83,5626.00,0.95,0.92,2016-05-10,2016,Kepler,3
3176,Kepler-565,b,Kepler-565 b,,5735.00,0.98,0.95,2016-05-10,2016,Kepler,3
3177,Kepler-566,b,Kepler-566 b,573.48,5132.00,0.83,0.79,2016-05-10,2016,Kepler,3
3178,Kepler-567,b,Kepler-567 b,567.90,5148.00,0.84,0.79,2016-05-10,2016,Kepler,3
3179,Kepler-568,b,Kepler-568 b,131.14,3768.00,0.55,0.53,2016-05-10,2016,Kepler,3
3180,Kepler-569,b,Kepler-569 b,650.24,5616.00,0.95,0.93,2016-05-10,2016,Kepler,3
3181,Kepler-57,b,Kepler-57 b,656.23,5145.00,0.83,0.73,2014-05-14,2012,Kepler,3
3182,Kepler-57,c,Kepler-57 c,656.23,5145.00,0.83,0.73,2014-05-14,2012,Kepler,3
3183,Kepler-570,b,Kepler-570 b,577.60,5496.00,0.93,0.90,2016-05-10,2016,Kepler,3
3184,Kepler-571,b,Kepler-571 b,739.24,5527.00,0.93,0.90,2016-05-10,2016,Kepler,3
3185,Kepler-572,b,Kepler-572 b,512.10,5212.00,0.83,0.79,2016-05-10,2016,Kepler,3
3186,Kepler-573,b,Kepler-573 b,788.98,5746.00,0.99,1.02,2016-05-10,2016,Kepler,3
3187,Kepler-574,b,Kepler-574 b,696.58,5612.00,0.95,0.91,2016-05-10,2016,Kepler,3
3188,Kepler-575,b,Kepler-575 b,875.39,5710.00,0.97,0.95,2016-05-10,2016,Kepler,3
3189,Kepler-576,b,Kepler-576 b,628.46,5672.00,0.99,0.97,2016-05-10,2016,Kepler,3
3190,Kepler-577,b,Kepler-577 b,532.15,4984.00,0.78,0.73,2016-05-10,2016,Kepler,3
3191,Kepler-578,b,Kepler-578 b,549.94,5334.00,0.87,0.83,2016-05-10,2016,Kepler,3
3192,Kepler-579,b,Kepler-579 b,538.98,5636.00,0.99,0.96,2016-05-10,2016,Kepler,3
3193,Kepler-58,b,Kepler-58 b,996.32,6099.00,,1.13,2014-05-14,2012,Kepler,3
3194,Kepler-58,c,Kepler-58 c,996.32,6099.00,,1.13,2014-05-14,2012,Kepler,3
3195,Kepler-58,d,Kepler-58 d,996.32,6099.00,,1.13,2014-05-14,2014,Kepler,3
3196,Kepler-580,b,Kepler-580 b,326.94,4298.00,0.67,0.64,2016-05-10,2016,Kepler,3
3197,Kepler-581,b,Kepler-581 b,717.99,5772.00,1.00,1.00,2016-05-10,2016,Kepler,3
3198,Kepler-582,b,Kepler-582 b,624.05,5564.00,0.93,0.91,2016-05-10,2016,Kepler,3
3199,Kepler-583,b,Kepler-583 b,889.44,5523.00,0.94,0.91,2016-05-10,2016,Kepler,3
3200,Kepler-584,b,Kepler-584 b,1953.89,6195.00,1.17,1.24,2016-05-10,2016,Kepler,3
3201,Kepler-585,b,Kepler-585 b,595.22,5593.00,0.96,0.93,2016-05-10,2016,Kepler,3
3202,Kepler-586,b,Kepler-586 b,707.79,5575.00,0.94,0.92,2016-05-10,2016,Kepler,3
3203,Kepler-587,b,Kepler-587 b,806.12,5549.00,0.92,0.89,2016-05-10,2016,Kepler,3
3204,Kepler-588,b,Kepler-588 b,1253.00,5835.00,1.01,1.00,2016-05-10,2016,Kepler,3
3205,Kepler-589,b,Kepler-589 b,623.77,5296.00,0.88,0.83,2016-05-10,2016,Kepler,3
3206,Kepler-59,b,Kepler-59 b,1203.57,6074.00,1.04,0.94,2014-05-14,2012,Kepler,3
3207,Kepler-59,c,Kepler-59 c,1203.57,6074.00,1.04,0.94,2014-05-14,2012,Kepler,3
3208,Kepler-590,b,Kepler-590 b,1482.26,6000.00,1.10,1.15,2016-05-10,2016,Kepler,3
3209,Kepler-591,b,Kepler-591 b,803.26,5677.00,0.97,0.94,2016-05-10,2016,Kepler,3
3210,Kepler-592,b,Kepler-592 b,1192.70,5913.00,1.04,1.04,2016-05-10,2016,Kepler,3
3211,Kepler-593,b,Kepler-593 b,1001.74,5967.00,1.08,1.10,2016-05-10,2016,Kepler,3
3212,Kepler-594,b,Kepler-594 b,786.49,5485.00,0.91,0.87,2016-05-10,2016,Kepler,3
3213,Kepler-595,b,Kepler-595 b,655.10,5247.00,0.87,0.83,2016-05-10,2016,Kepler,3
3214,Kepler-596,b,Kepler-596 b,1054.79,6267.00,1.21,1.32,2016-05-10,2016,Kepler,3
3215,Kepler-597,b,Kepler-597 b,676.23,5683.00,0.97,0.95,2016-05-10,2016,Kepler,3
3216,Kepler-598,b,Kepler-598 b,694.54,5307.00,0.87,0.86,2016-05-10,2016,Kepler,3
3217,Kepler-599,b,Kepler-599 b,567.59,5127.00,0.83,0.79,2016-05-10,2016,Kepler,3
3218,Kepler-6,b,Kepler-6 b,597.14,5647.00,1.21,1.39,2015-10-15,2009,Kepler,3
3219,Kepler-60,b,Kepler-60 b,1056.17,5905.00,1.04,1.26,2016-04-07,2012,Kepler,3
3220,Kepler-60,c,Kepler-60 c,1056.17,5905.00,1.04,1.26,2016-04-07,2012,Kepler,3
3221,Kepler-60,d,Kepler-60 d,1056.17,5905.00,1.04,1.26,2016-04-07,2012,Kepler,3
3222,Kepler-600,b,Kepler-600 b,630.94,5279.00,0.84,0.81,2016-05-10,2016,Kepler,3
3223,Kepler-601,b,Kepler-601 b,419.85,5160.00,0.85,0.79,2016-05-10,2016,Kepler,3
3224,Kepler-602,b,Kepler-602 b,1198.74,6062.00,1.08,1.13,2016-05-10,2016,Kepler,3
3225,Kepler-603,b,Kepler-603 b,1605.42,5808.00,1.01,1.01,2016-05-10,2016,Kepler,3
3226,Kepler-603,c,Kepler-603 c,1605.42,5808.00,1.01,1.01,2016-05-10,2016,Kepler,3
3227,Kepler-603,d,Kepler-603 d,1605.42,5808.00,1.01,1.01,2016-05-10,2016,Kepler,3
3228,Kepler-604,b,Kepler-604 b,1057.48,5890.00,1.02,1.03,2016-05-10,2016,Kepler,3
3229,Kepler-605,b,Kepler-605 b,565.64,5462.00,0.91,0.88,2016-05-10,2016,Kepler,3
3230,Kepler-605,c,Kepler-605 c,565.64,5462.00,0.91,0.88,2016-05-10,2016,Kepler,3
3231,Kepler-606,b,Kepler-606 b,1258.34,6161.00,1.13,1.22,2016-05-10,2016,Kepler,3
3232,Kepler-607,b,Kepler-607 b,526.97,5196.00,0.84,0.80,2016-05-10,2016,Kepler,3
3233,Kepler-608,b,Kepler-608 b,972.99,5820.00,1.00,1.01,2016-05-10,2016,Kepler,3
3234,Kepler-609,b,Kepler-609 b,1099.09,5971.00,1.09,1.14,2016-05-10,2016,Kepler,3
3235,Kepler-61,b,Kepler-61 b,338.24,4017.00,0.64,0.62,2014-05-14,2013,Kepler,3
3236,Kepler-610,b,Kepler-610 b,866.68,5943.00,1.10,1.13,2016-05-10,2016,Kepler,3
3237,Kepler-610,c,Kepler-610 c,866.68,5943.00,1.10,1.13,2016-05-10,2016,Kepler,3
3238,Kepler-611,b,Kepler-611 b,1454.05,5761.00,1.01,1.01,2016-05-10,2016,Kepler,3
3239,Kepler-612,b,Kepler-612 b,1507.89,5693.00,0.98,0.96,2016-05-10,2016,Kepler,3
3240,Kepler-613,b,Kepler-613 b,883.36,5723.00,0.98,0.96,2016-05-10,2016,Kepler,3
3241,Kepler-614,b,Kepler-614 b,536.09,5268.00,0.85,0.81,2016-05-10,2016,Kepler,3
3242,Kepler-615,b,Kepler-615 b,1645.13,4655.00,0.73,0.69,2016-05-10,2016,Kepler,3
3243,Kepler-616,b,Kepler-616 b,971.69,5753.00,0.98,0.97,2016-05-10,2016,Kepler,3
3244,Kepler-616,c,Kepler-616 c,971.69,5753.00,0.98,0.97,2016-05-10,2016,Kepler,3
3245,Kepler-617,b,Kepler-617 b,174.22,3712.00,0.51,0.48,2016-05-10,2016,Kepler,3
3246,Kepler-618,b,Kepler-618 b,1266.39,5860.00,1.05,1.08,2016-05-10,2016,Kepler,3
3247,Kepler-619,b,Kepler-619 b,924.54,5980.00,1.09,1.11,2016-05-10,2016,Kepler,3
3248,Kepler-619,c,Kepler-619 c,924.54,5980.00,1.09,1.11,2016-05-10,2016,Kepler,3
3249,Kepler-62,b,Kepler-62 b,303.51,4925.00,0.69,0.64,2014-05-14,2013,Kepler,3
3250,Kepler-62,c,Kepler-62 c,303.51,4925.00,0.69,0.64,2014-05-14,2013,Kepler,3
3251,Kepler-62,d,Kepler-62 d,303.51,4925.00,0.69,0.64,2014-05-14,2013,Kepler,3
3252,Kepler-62,e,Kepler-62 e,303.51,4925.00,0.69,0.64,2014-05-14,2013,Kepler,3
3253,Kepler-62,f,Kepler-62 f,303.51,4925.00,0.69,0.64,2014-05-14,2013,Kepler,3
3254,Kepler-620,b,Kepler-620 b,1410.15,6155.00,1.15,1.22,2016-05-10,2016,Kepler,3
3255,Kepler-621,b,Kepler-621 b,1010.16,4521.00,0.72,0.68,2016-05-10,2016,Kepler,3
3256,Kepler-622,b,Kepler-622 b,287.12,4201.00,0.64,0.61,2016-05-10,2016,Kepler,3
3257,Kepler-623,b,Kepler-623 b,753.39,5443.00,0.90,0.86,2016-05-10,2016,Kepler,3
3258,Kepler-624,b,Kepler-624 b,764.47,6117.00,1.10,1.18,2016-05-10,2016,Kepler,3
3259,Kepler-625,b,Kepler-625 b,777.68,5789.00,1.04,0.96,2016-05-10,2016,Kepler,3
3260,Kepler-625,c,Kepler-625 c,777.68,5789.00,1.04,0.96,2016-05-10,2016,Kepler,3
3261,Kepler-626,b,Kepler-626 b,647.49,5813.00,1.01,1.05,2016-05-10,2016,Kepler,3
3262,Kepler-627,b,Kepler-627 b,1012.87,6424.00,1.30,1.49,2016-05-10,2016,Kepler,3
3263,Kepler-628,b,Kepler-628 b,921.65,5721.00,1.00,1.28,2016-05-10,2016,Kepler,3
3264,Kepler-629,b,Kepler-629 b,376.09,5444.00,0.93,0.84,2016-05-10,2016,Kepler,3
3265,Kepler-63,b,Kepler-63 b,195.12,5576.00,0.98,0.90,2014-05-14,2013,Kepler,3
3266,Kepler-630,b,Kepler-630 b,860.48,5829.00,1.02,1.04,2016-05-10,2016,Kepler,3
3267,Kepler-631,b,Kepler-631 b,778.92,6185.00,1.24,1.33,2016-05-10,2016,Kepler,3
3268,Kepler-632,b,Kepler-632 b,,5322.00,0.91,0.84,2016-05-10,2016,Kepler,3
3269,Kepler-633,b,Kepler-633 b,,5899.00,1.02,1.15,2016-05-10,2016,Kepler,3
3270,Kepler-634,b,Kepler-634 b,911.29,6075.00,1.03,1.24,2016-05-10,2016,Kepler,3
3271,Kepler-635,b,Kepler-635 b,1179.69,6174.00,1.33,1.51,2016-05-10,2016,Kepler,3
3272,Kepler-636,b,Kepler-636 b,,5203.00,0.85,0.80,2016-05-10,2016,Kepler,3
3273,Kepler-637,b,Kepler-637 b,804.26,6096.00,1.64,2.56,2016-05-10,2016,Kepler,3
3274,Kepler-638,b,Kepler-638 b,1020.33,5382.00,0.88,0.93,2016-05-10,2016,Kepler,3
3275,Kepler-639,b,Kepler-639 b,871.54,5896.00,1.14,1.29,2016-05-10,2016,Kepler,3
3276,Kepler-640,b,Kepler-640 b,566.89,5653.00,1.01,0.94,2016-05-10,2016,Kepler,3
3277,Kepler-641,b,Kepler-641 b,997.69,5713.00,1.02,1.13,2016-05-10,2016,Kepler,3
3278,Kepler-642,b,Kepler-642 b,799.57,6570.00,1.40,1.66,2016-05-10,2016,Kepler,3
3279,Kepler-643,b,Kepler-643 b,1097.15,4908.00,1.00,2.52,2016-05-10,2016,Kepler,3
3280,Kepler-644,b,Kepler-644 b,1369.17,6747.00,1.49,1.81,2016-05-10,2016,Kepler,3
3281,Kepler-645,b,Kepler-645 b,1214.61,6170.00,1.13,1.21,2016-05-10,2016,Kepler,3
3282,Kepler-646,b,Kepler-646 b,457.76,5634.00,0.93,0.91,2016-05-10,2016,Kepler,3
3283,Kepler-647,b,Kepler-647 b,1123.04,6020.00,1.03,1.07,2016-05-10,2016,Kepler,3
3284,Kepler-648,b,Kepler-648 b,647.86,5741.00,1.05,0.98,2016-05-10,2016,Kepler,3
3285,Kepler-649,b,Kepler-649 b,521.46,5871.00,0.97,0.94,2016-05-10,2016,Kepler,3
3286,Kepler-65,b,Kepler-65 b,306.39,6211.00,1.25,1.41,2014-05-14,2012,Kepler,3
3287,Kepler-65,c,Kepler-65 c,306.39,6211.00,1.25,1.41,2014-05-14,2012,Kepler,3
3288,Kepler-65,d,Kepler-65 d,306.39,6211.00,1.25,1.41,2014-05-14,2012,Kepler,3
3289,Kepler-65,e,Kepler-65 e,306.39,6211.00,1.25,1.41,2019-06-13,2019,W. M. Keck Observatory,3
3290,Kepler-650,b,Kepler-650 b,2214.97,5849.00,1.08,1.35,2016-05-10,2016,Kepler,3
3291,Kepler-651,b,Kepler-651 b,517.01,5522.00,0.92,0.87,2016-05-10,2016,Kepler,3
3292,Kepler-652,b,Kepler-652 b,399.10,5490.00,0.97,0.88,2016-05-10,2016,Kepler,3
3293,Kepler-653,b,Kepler-653 b,606.06,5665.00,1.02,1.19,2016-05-10,2016,Kepler,3
3294,Kepler-653,c,Kepler-653 c,606.06,5665.00,1.02,1.19,2016-05-10,2016,Kepler,3
3295,Kepler-654,b,Kepler-654 b,1002.11,5865.00,1.04,1.11,2016-05-10,2016,Kepler,3
3296,Kepler-655,b,Kepler-655 b,769.19,6170.00,1.15,1.24,2016-05-10,2016,Kepler,3
3297,Kepler-656,b,Kepler-656 b,913.48,5281.00,0.86,0.82,2016-05-10,2016,Kepler,3
3298,Kepler-657,b,Kepler-657 b,1778.77,5808.00,1.01,1.01,2016-05-10,2016,Kepler,3
3299,Kepler-658,b,Kepler-658 b,392.71,4103.00,0.63,0.60,2016-05-10,2016,Kepler,3
3300,Kepler-659,b,Kepler-659 b,737.76,4870.00,0.79,0.74,2016-05-10,2016,Kepler,3
3301,Kepler-66,b,Kepler-66 b,1245.35,5962.00,1.04,0.97,2014-05-14,2013,Kepler,3
3302,Kepler-660,b,Kepler-660 b,577.77,4779.00,0.75,0.71,2016-05-10,2016,Kepler,3
3303,Kepler-661,b,Kepler-661 b,542.96,4483.00,0.70,0.67,2016-05-10,2016,Kepler,3
3304,Kepler-662,b,Kepler-662 b,834.77,4897.00,0.79,0.74,2016-05-10,2016,Kepler,3
3305,Kepler-663,b,Kepler-663 b,1095.49,5264.00,0.86,0.82,2016-05-10,2016,Kepler,3
3306,Kepler-664,b,Kepler-664 b,1253.32,5754.00,1.01,1.02,2016-05-10,2016,Kepler,3
3307,Kepler-665,b,Kepler-665 b,623.57,4913.00,0.79,0.74,2016-05-10,2016,Kepler,3
3308,Kepler-666,b,Kepler-666 b,1575.64,5887.00,1.03,1.05,2016-05-10,2016,Kepler,3
3309,Kepler-667,b,Kepler-667 b,2468.46,5327.00,0.91,0.87,2016-05-10,2016,Kepler,3
3310,Kepler-668,b,Kepler-668 b,802.51,5352.00,0.87,0.82,2016-05-10,2016,Kepler,3
3311,Kepler-669,b,Kepler-669 b,2198.40,6038.00,1.15,1.20,2016-05-10,2016,Kepler,3
3312,Kepler-67,b,Kepler-67 b,1165.55,5331.00,0.86,0.78,2014-05-14,2013,Kepler,3
3313,Kepler-670,b,Kepler-670 b,965.64,5709.00,0.99,0.99,2016-05-10,2016,Kepler,3
3314,Kepler-671,b,Kepler-671 b,1207.94,5624.00,0.97,0.95,2016-05-10,2016,Kepler,3
3315,Kepler-672,b,Kepler-672 b,1065.51,5627.00,0.95,0.92,2016-05-10,2016,Kepler,3
3316,Kepler-673,b,Kepler-673 b,942.85,5355.00,0.88,0.84,2016-05-10,2016,Kepler,3
3317,Kepler-674,b,Kepler-674 b,345.64,4192.00,0.60,0.57,2016-05-10,2016,Kepler,3
3318,Kepler-675,b,Kepler-675 b,678.42,4945.00,0.79,0.75,2016-05-10,2016,Kepler,3
3319,Kepler-676,b,Kepler-676 b,297.70,3701.00,0.51,0.49,2016-05-10,2016,Kepler,3
3320,Kepler-677,b,Kepler-677 b,2073.78,5723.00,1.00,0.99,2016-05-10,2016,Kepler,3
3321,Kepler-678,b,Kepler-678 b,1927.59,5520.00,0.94,0.91,2016-05-10,2016,Kepler,3
3322,Kepler-679,b,Kepler-679 b,946.82,5403.00,0.87,0.84,2016-05-10,2016,Kepler,3
3323,Kepler-68,b,Kepler-68 b,144.77,5793.00,1.08,1.24,2019-06-27,2013,Kepler,3
3324,Kepler-68,c,Kepler-68 c,144.77,5793.00,1.08,1.24,2019-06-27,2013,Kepler,3
3325,Kepler-68,d,Kepler-68 d,144.77,5793.00,1.08,1.24,2019-06-13,2013,W. M. Keck Observatory,3
3326,Kepler-680,b,Kepler-680 b,1559.56,5890.00,1.08,1.11,2016-05-10,2016,Kepler,3
3327,Kepler-681,b,Kepler-681 b,700.68,5021.00,0.80,0.76,2016-05-10,2016,Kepler,3
3328,Kepler-682,b,Kepler-682 b,2102.40,5559.00,0.92,0.89,2016-05-10,2016,Kepler,3
3329,Kepler-683,b,Kepler-683 b,1053.16,5703.00,0.96,0.95,2016-05-10,2016,Kepler,3
3330,Kepler-684,b,Kepler-684 b,1819.59,5493.00,0.89,0.86,2016-05-10,2016,Kepler,3
3331,Kepler-685,b,Kepler-685 b,963.39,5963.00,1.11,1.16,2016-05-10,2016,Kepler,3
3332,Kepler-686,b,Kepler-686 b,1557.43,5649.00,0.94,0.92,2016-05-10,2016,Kepler,3
3333,Kepler-687,b,Kepler-687 b,645.23,4841.00,0.77,0.73,2016-05-10,2016,Kepler,3
3334,Kepler-688,b,Kepler-688 b,1409.83,5715.00,0.98,0.96,2016-05-10,2016,Kepler,3
3335,Kepler-689,b,Kepler-689 b,1167.05,5518.00,0.91,0.88,2016-05-10,2016,Kepler,3
3336,Kepler-69,b,Kepler-69 b,746.33,5638.00,0.81,0.93,2014-05-14,2013,Kepler,3
3337,Kepler-69,c,Kepler-69 c,746.33,5638.00,0.81,0.93,2014-05-14,2013,Kepler,3
3338,Kepler-690,b,Kepler-690 b,1741.59,5913.00,1.11,1.16,2016-05-10,2016,Kepler,3
3339,Kepler-691,b,Kepler-691 b,281.32,3715.00,0.53,0.50,2016-05-10,2016,Kepler,3
3340,Kepler-692,b,Kepler-692 b,1018.97,5440.00,0.90,0.86,2016-05-10,2016,Kepler,3
3341,Kepler-693,b,Kepler-693 b,1189.39,4881.00,0.76,0.72,2016-05-10,2016,Kepler,3
3342,Kepler-694,b,Kepler-694 b,1053.33,5700.00,0.97,0.95,2016-05-10,2016,Kepler,3
3343,Kepler-695,b,Kepler-695 b,863.20,5181.00,0.84,0.80,2016-05-10,2016,Kepler,3
3344,Kepler-696,b,Kepler-696 b,1474.64,5903.00,1.06,1.08,2016-05-10,2016,Kepler,3
3345,Kepler-697,b,Kepler-697 b,1325.46,5513.00,0.92,0.88,2016-05-10,2016,Kepler,3
3346,Kepler-698,b,Kepler-698 b,2119.15,5612.00,0.94,0.91,2016-05-10,2016,Kepler,3
3347,Kepler-699,b,Kepler-699 b,2211.43,5330.00,0.81,0.78,2016-05-10,2016,Kepler,3
3348,Kepler-7,b,Kepler-7 b,947.46,5933.00,1.36,1.97,2015-10-15,2009,Kepler,3
3349,Kepler-700,b,Kepler-700 b,1558.53,5692.00,0.98,0.96,2016-05-10,2016,Kepler,3
3350,Kepler-701,b,Kepler-701 b,791.66,5343.00,0.88,0.84,2016-05-10,2016,Kepler,3
3351,Kepler-702,b,Kepler-702 b,1020.26,5419.00,0.90,0.86,2016-05-10,2016,Kepler,3
3352,Kepler-703,b,Kepler-703 b,1194.12,6185.00,1.18,1.27,2016-05-10,2016,Kepler,3
3353,Kepler-704,b,Kepler-704 b,1273.25,5616.00,0.97,0.96,2016-05-10,2016,Kepler,3
3354,Kepler-705,b,Kepler-705 b,279.03,3722.00,0.53,0.51,2016-05-10,2016,Kepler,3
3355,Kepler-706,b,Kepler-706 b,909.51,5394.00,0.87,0.84,2016-05-10,2016,Kepler,3
3356,Kepler-707,b,Kepler-707 b,601.99,5099.00,0.80,0.76,2016-05-10,2016,Kepler,3
3357,Kepler-708,b,Kepler-708 b,1450.28,5692.00,0.97,0.96,2016-05-10,2016,Kepler,3
3358,Kepler-709,b,Kepler-709 b,677.61,5071.00,0.80,0.77,2016-05-10,2016,Kepler,3
3359,Kepler-710,b,Kepler-710 b,1510.80,5611.00,0.94,0.91,2016-05-10,2016,Kepler,3
3360,Kepler-711,b,Kepler-711 b,635.76,5222.00,0.84,0.80,2016-05-10,2016,Kepler,3
3361,Kepler-712,b,Kepler-712 b,893.35,5148.00,0.84,0.78,2016-05-10,2016,Kepler,3
3362,Kepler-712,c,Kepler-712 c,893.35,5148.00,0.84,0.78,2016-05-10,2016,Kepler,3
3363,Kepler-713,b,Kepler-713 b,1124.14,5785.00,0.98,0.99,2016-05-10,2016,Kepler,3
3364,Kepler-714,b,Kepler-714 b,2219.26,5995.00,1.09,1.12,2016-05-10,2016,Kepler,3
3365,Kepler-715,b,Kepler-715 b,1379.76,5871.00,1.04,1.04,2016-05-10,2016,Kepler,3
3366,Kepler-716,b,Kepler-716 b,646.75,5099.00,0.83,0.78,2016-05-10,2016,Kepler,3
3367,Kepler-717,b,Kepler-717 b,3065.41,5485.00,0.88,0.85,2016-05-10,2016,Kepler,3
3368,Kepler-718,b,Kepler-718 b,1351.13,6191.00,1.18,1.30,2016-05-10,2016,Kepler,3
3369,Kepler-719,b,Kepler-719 b,2683.68,5777.00,0.99,0.98,2016-05-10,2016,Kepler,3
3370,Kepler-720,b,Kepler-720 b,1097.51,5618.00,0.95,0.92,2016-05-10,2016,Kepler,3
3371,Kepler-721,b,Kepler-721 b,951.02,5075.00,0.82,0.78,2016-05-10,2016,Kepler,3
3372,Kepler-722,b,Kepler-722 b,1284.53,5863.00,1.03,1.05,2016-05-10,2016,Kepler,3
3373,Kepler-722,c,Kepler-722 c,1284.53,5863.00,1.03,1.05,2016-05-10,2016,Kepler,3
3374,Kepler-723,b,Kepler-723 b,1376.70,5539.00,0.92,0.89,2016-05-10,2016,Kepler,3
3375,Kepler-724,b,Kepler-724 b,874.14,5437.00,0.90,0.86,2016-05-10,2016,Kepler,3
3376,Kepler-725,b,Kepler-725 b,775.25,5363.00,0.88,0.84,2016-05-10,2016,Kepler,3
3377,Kepler-726,b,Kepler-726 b,778.97,5452.00,0.88,0.85,2016-05-10,2016,Kepler,3
3378,Kepler-727,b,Kepler-727 b,851.72,5441.00,0.89,0.86,2016-05-10,2016,Kepler,3
